OBJECTID_1,PROVINCE,CITY,COUNTY,AET,PM2.5,ppt,tem,wind,NOX,SO2,fertilzier,manure
2073,甘肃省,武威市,天祝藏族自治县,0.0,28.259091,5.967708,-6.73125,2.661979,34.82053027,21.62053401,3668.531786,11723.66792
2075,陕西省,西安市,西安长安区,1.332955,32.25,15.806818,1.154545,1.922727,22.49914956,15.947519,10025.06577,2796.833078
2076,陕西省,西安市,高陵区,1.86875,27.9,20.725,2.8875,1.7125,152.3569405,66.26896182,6518.873571,2138.982609
2077,陕西省,西安市,鄠邑区,1.269863,28.3,14.584932,0.956164,1.919178,18.39484451,16.0434061,20781.70719,2617.599082
2078,陕西省,西安市,蓝田县,0.860177,34.6625,15.769912,1.231858,1.930973,54.84023447,37.84016764,34390.48646,3666.01033
2079,陕西省,西安市,莲湖区,6.85,42.727273,24.1,4.15,1.55,54.58261654,48.2129493,0.0,0.0
2080,陕西省,西安市,临潼区,1.796154,45.81,17.498077,2.801923,1.711538,249.4114294,159.2035409,26563.17037,8350.202083
2081,陕西省,西安市,未央区,3.33125,60.400001,20.54375,3.4875,1.61875,68.94880054,45.32830851,101.783403,394.877732
2082,陕西省,西安市,西安新城区,5.15,57.133333,25.25,3.9,1.5,309.1978171,183.3184102,0.0,0.0
2083,陕西省,西安市,阎良区,1.74375,61.550001,18.98125,2.89375,1.71875,104.4028637,62.83206905,17268.27494,2057.352725
2084,陕西省,西安市,雁塔区,4.109091,56.366667,19.690909,3.690909,1.536364,90.87597349,66.88039761,0.0,0.0
2085,陕西省,西安市,周至县,0.9,58.52,13.097576,-0.337576,2.075152,13.95880948,13.33707531,26015.9493,3921.871677
2086,陕西省,西安市,灞桥区,2.741176,26.331579,18.341176,3.241176,1.682353,43.78431579,28.78997254,4282.616876,1450.452433
2087,青海省,西宁市,西宁城北区,0.0,29.9,0.742857,-0.2,1.928571,377.0930913,180.0832436,198.5466,417.84113
2088,青海省,西宁市,西宁城东区,0.0,57.4375,0.371429,0.371429,1.871429,6.336647793,4.552921889,13.406213,54.726707
2089,青海省,西宁市,西宁城西区,0.0,25.384848,0.52,0.46,1.82,90.07634717,47.47443438,7.255693,92.723039
2090,青海省,西宁市,西宁城中区,0.0,50.400001,0.0,-0.3,1.9,43.94618858,16.03211986,140.452973,583.752608
2091,青海省,西宁市,大通回族土族自治县,0.0,34.207693,4.06087,-6.776087,2.570652,56.7137036,24.43094442,4738.305852,12623.39883
2092,青海省,西宁市,湟源县,0.0,44.89,2.487209,-4.989535,2.644186,18.36154349,8.391568538,1352.97108,5520.627647
2093,青海省,西宁市,湟中县,0.0,35.858824,2.21745,-2.583893,2.246309,190.5210752,49.29663429,6207.704425,12183.71084
2094,云南省,西双版纳傣族自治州,景洪市,56.76657,50.2,32.343314,22.265698,1.265116,65.59116139,34.27600705,12112.66806,3566.79723
2095,云南省,西双版纳傣族自治州,勐海县,54.606227,49.148,30.816117,21.18022,1.128571,25.988702,17.36300764,16356.32668,3060.884782
2096,云南省,西双版纳傣族自治州,勐腊县,54.8,48.52381,25.236207,22.225287,1.398276,33.50766882,19.22503221,11534.05036,2404.732444
2097,内蒙古自治区,锡林郭勒盟,阿巴嘎旗,0.0,41.79375,1.611814,-14.523236,2.571669,44.72579781,25.55906268,0.0,20179.59418
2098,内蒙古自治区,锡林郭勒盟,东乌珠穆沁旗,0.0,41.450001,2.095221,-15.930916,2.51592,111.5755824,41.93390595,1.684087,27341.06989
2099,内蒙古自治区,锡林郭勒盟,多伦县,0.0,42.614286,2.027273,-11.949587,3.08843,31.35408749,19.86169315,984.914669,8497.230844
2100,内蒙古自治区,锡林郭勒盟,二连浩特市,0.0,39.335294,1.43,-12.33,2.78,2081.381571,766.2783115,35.692637,1028.11009
2101,内蒙古自治区,锡林郭勒盟,苏尼特右旗,0.0,46.6,1.122142,-10.942908,2.728426,451.4291615,130.0138146,112.12875,11362.88679
2102,内蒙古自治区,锡林郭勒盟,苏尼特左旗,0.0,43.950001,1.088904,-13.670245,2.816395,14.10649547,12.78084985,0.0,12181.6338
2103,内蒙古自治区,锡林郭勒盟,太仆寺旗,0.0,25.326667,2.497653,-11.798592,3.052113,17.69510249,33.46013908,924.641256,6935.83473
2104,内蒙古自治区,锡林郭勒盟,西乌珠穆沁旗,0.0,26.758823,2.018792,-14.80848,2.602171,11.31848052,7.306888016,0.0,18045.77128
2105,内蒙古自治区,锡林郭勒盟,锡林浩特市,0.0,25.276923,1.954974,-13.987539,2.25466,14.16778359,27.41950136,1664.084886,13601.39103
2106,内蒙古自治区,锡林郭勒盟,镶黄旗,0.0,25.32,1.534146,-10.80122,2.770122,18.41096589,14.19127223,1.616123,4467.912967
2107,内蒙古自治区,锡林郭勒盟,正蓝旗,0.0,27.2,1.875617,-12.891975,2.737346,9.564949478,8.306105915,504.410996,12262.18977
2108,内蒙古自治区,锡林郭勒盟,正镶白旗,0.0,24.183333,1.820506,-11.863797,2.665823,10.98737122,7.728566107,75.42594,6197.554557
2109,福建省,厦门市,厦门市,60.207407,24.355556,91.798765,15.502469,4.290123,28.24359533,21.90602794,4794.666665,9749.242149
2110,湖北省,咸宁市,赤壁市,34.774468,28.813334,73.191489,6.923404,2.305319,47.80033794,28.73104663,7541.243166,5914.919372
2111,湖北省,咸宁市,崇阳县,35.021495,41.892308,77.071028,6.805607,2.272897,37.12010697,20.57468164,7070.564572,10373.74064
2112,湖北省,咸宁市,嘉鱼县,34.849057,33.815,70.530189,7.024528,2.30566,151.9951446,49.48697614,13172.52431,3125.946924
2113,湖北省,咸宁市,通城县,34.582143,47.788235,78.535714,6.7625,2.301786,58.38572219,32.26579346,9865.442694,10107.08059
2114,湖北省,咸宁市,通山县,34.353788,40.941667,76.174242,6.789394,2.090152,141.9277197,55.01008854,3744.286095,3973.403023
2115,湖北省,咸宁市,咸安区,35.031325,44.6,71.522892,7.025301,2.138554,67.91111311,37.00604679,12885.22904,13125.13092
2116,陕西省,咸阳市,彬县,0.0,47.436364,14.816176,-0.307353,2.166176,82.89897968,50.58642187,10646.98158,1041.099522
2117,陕西省,咸阳市,长武县,0.0,46.45,13.966667,-0.426667,2.13,379.7887965,48.2402353,8076.450492,1229.866226
2118,陕西省,咸阳市,淳化县,0.094545,39.8,14.778182,0.525455,2.058182,412.514386,45.3277462,10086.1367,2855.129152
2119,陕西省,咸阳市,礼泉县,1.34386,44.8375,13.714035,2.101754,1.833333,58.41565339,34.96083112,41390.52421,1945.674444
2120,陕西省,咸阳市,乾县,1.525,55.03,13.183929,2.235714,1.760714,77.11176273,34.40995743,39194.94747,4525.45371
2121,陕西省,咸阳市,秦都区,2.585714,54.75,15.364286,3.085714,1.707143,61.14121934,18.98746917,4567.723566,646.952972
2122,陕西省,咸阳市,三原县,1.770588,50.4,18.658824,2.744118,1.791176,84.98391845,25.00819164,20492.89515,3565.102105
2123,陕西省,咸阳市,渭城区,2.115385,56.733334,16.623077,2.946154,1.692308,143.4045587,30.68477762,0.0,0.0
2124,陕西省,咸阳市,武功县,2.095833,55.57,12.758333,2.754167,1.6,51.26861065,18.10375373,18366.38636,5516.157795
2125,陕西省,咸阳市,兴平市,2.278571,55.866667,13.3,2.946429,1.639286,160.6735515,48.95482304,8969.953782,5275.815811
2126,陕西省,咸阳市,旬邑县,0.0,57.25,14.058824,-1.036275,2.464706,94.32871136,27.45608216,11242.36805,3905.13445
2127,陕西省,咸阳市,杨凌示范区,2.05,30.838461,12.575,2.625,1.6,90.06627093,26.00641342,2468.222193,1008.116582
2128,陕西省,咸阳市,永寿县,0.186538,32.942857,13.726923,0.559615,1.980769,30.83639505,13.29368509,25529.44387,1944.425931
2129,陕西省,咸阳市,泾阳县,1.702326,30.09,16.569767,2.665116,1.774419,23.529828,11.72692194,16311.85239,5806.899076
2130,湖北省,襄阳市,保康县,13.32931,35.694737,39.344828,4.589655,2.059195,27.46821033,12.24231014,4013.933948,6452.091192
2131,湖北省,襄阳市,樊城区,27.488889,36.822222,35.57037,6.122222,2.059259,18.59168161,7.520229583,25338.84119,1751.352497
2132,湖北省,襄阳市,谷城县,23.94539,30.834615,32.703546,5.976596,1.889362,130.2191913,39.6765073,45271.03781,17608.60109
2133,湖北省,襄阳市,老河口市,27.217241,28.3,30.739655,6.22931,1.946552,12.21009708,6.308292318,19859.89392,14656.37888
2134,湖北省,襄阳市,南漳县,23.227907,27.404546,39.510698,5.487907,2.065116,12.53968814,5.89435507,22528.88041,22935.89271
2135,湖北省,襄阳市,襄城区,28.197143,29.55,38.62,6.105714,2.16,13.36598658,8.771138297,27162.3881,4422.119252
2136,湖北省,襄阳市,襄州区,26.107971,26.335294,34.492029,5.9,2.082609,10.24368069,6.289326679,57763.68058,30981.73825
2137,湖北省,襄阳市,宜城市,29.235088,29.36875,41.550877,5.945614,2.233333,25.60731494,7.921740118,18201.39622,22330.84516
2138,湖北省,襄阳市,枣阳市,25.098315,31.107143,36.754494,5.522472,2.166292,11.28806626,6.131130804,100500.0212,32535.09751
2139,湖南省,湘潭市,韶山市,28.877778,28.12,83.533333,6.944444,2.144444,75.25087997,22.87180943,1218.988613,2558.032131
2140,湖南省,湘潭市,湘潭县,28.934109,35.355,88.80155,7.413953,2.03876,56.44255773,19.87759324,35667.92077,21623.34545
2141,湖南省,湘潭市,湘乡市,29.355556,36.64,79.737037,7.219444,2.057407,11.27440184,4.227015765,22475.23968,21318.88118
2142,湖南省,湘潭市,雨湖区,29.45,27.080952,93.25,7.45,2.05,66.33293087,12.14962767,5416.540299,8439.357949
2143,湖南省,湘潭市,岳塘区,29.6,38.703846,93.572727,7.536364,2.054545,48.79286419,10.26587048,1052.30342,846.051408
2144,湖南省,湘西土家族苗族自治州,保靖县,31.457609,40.8625,38.11087,7.067391,1.576087,109.7085981,37.95682827,3694.167953,2725.034881
2145,湖南省,湘西土家族苗族自治州,凤凰县,30.442857,44.861538,39.358242,6.86044,1.721978,62.70587098,17.60317821,5579.732845,2982.724422
2146,湖南省,湘西土家族苗族自治州,古丈县,32.504545,41.43,41.606061,6.831818,1.909091,26.1395838,6.678104279,1837.46375,1282.863871
2147,湖南省,湘西土家族苗族自治州,花垣县,31.152632,31.373684,37.966667,6.677193,1.733333,83.22609921,25.35705537,3328.599249,3384.095746
2148,湖南省,湘西土家族苗族自治州,吉首市,31.664286,45.186666,41.185714,7.448214,1.651786,15.94769034,7.902550011,2799.486653,1900.322128
2149,湖南省,湘西土家族苗族自治州,龙山县,27.960714,31.3375,36.633333,5.92381,1.605357,72.39867358,15.78242633,6839.982849,4234.473629
2150,湖南省,湘西土家族苗族自治州,永顺县,31.042927,42.082353,39.479024,6.398537,1.79122,4.135203072,1.333534841,7359.475218,5035.301454
2151,湖南省,湘西土家族苗族自治州,泸溪县,30.77907,12.231034,43.769767,7.333721,1.676744,8.276908226,3.9487872,3982.774826,2873.58164
2152,湖北省,孝感市,安陆市,30.4375,13.886697,56.680556,5.645833,2.255556,15.02363614,4.685111409,24258.05614,16847.69601
2153,湖北省,孝感市,大悟县,28.80283,16.390345,55.765094,5.383962,2.227358,14.34414616,7.589209633,11244.40516,8066.814373
2154,湖北省,孝感市,汉川市,33.352326,17.848214,66.012791,6.417442,2.467442,141.3361947,53.60706034,25770.28374,22034.89817
2155,湖北省,孝感市,孝昌县,32.085075,20.933334,59.365672,5.807463,2.313433,10.10933216,6.364009686,12175.09765,9950.612332
2156,湖北省,孝感市,孝南区,33.507273,18.181395,63.125455,6.203636,2.463636,176.4108096,37.02616064,19218.53717,7031.312279
2157,湖北省,孝感市,应城市,32.829508,68.933332,61.832787,6.07541,2.496721,70.16339256,33.0986449,13411.60107,14103.7195
2158,湖北省,孝感市,云梦县,32.445714,57.450001,63.031429,6.025714,2.488571,50.82824782,30.92921302,6660.219328,11804.5271
2159,新疆维吾尔自治区,自治区直辖县级行政区划,石河子市,0.0,59.085714,5.367857,-16.642857,0.946429,72.88738538,19.77516436,87335.03638,30085.33694
2160,新疆维吾尔自治区,自治区直辖县级行政区划,五家渠市,0.0,55.411111,7.525,-17.172917,1.35,103.2355798,32.1753446,38710.25995,27746.743
2161,河南省,新乡市,长垣县,3.792727,55.883333,8.989091,3.518182,1.774545,87.26428765,27.46419869,33574.09303,9016.185371
2162,河南省,新乡市,封丘县,4.301429,65.171428,9.05,3.568571,1.791429,44.46405364,23.42724521,39480.61182,19901.48321
2163,河南省,新乡市,辉县市,2.526263,56.712501,5.59596,3.552525,1.913131,116.5153401,34.16581045,34991.88772,23859.8369
2164,河南省,新乡市,获嘉县,4.162963,61.360001,5.092593,3.985185,1.7,73.62851859,19.03587771,13287.31383,6682.293913
2165,河南省,新乡市,卫辉市,3.378,56.662499,5.27,3.79,1.806,74.91520182,32.08275878,26741.95466,13108.25574
2166,河南省,新乡市,延津县,4.466667,64.525001,6.407407,3.814815,1.885185,61.70158768,26.9779926,67082.73601,9064.649735
2167,河南省,新乡市,原阳县,4.885915,59.299999,6.621127,3.839437,1.776056,343.9413661,89.5355655,27985.20222,11677.25344
2168,江西省,新余市,分宜县,34.856164,66.099998,89.943836,8.176712,2.057534,1188.747515,195.3487582,3054.134802,5180.770763
2169,江西省,新余市,渝水区,35.547917,57.44,93.433333,8.460417,2.086458,90.0238196,40.83318133,9286.180898,10316.39828
2170,山西省,忻州市,保德县,0.0,62.124999,3.365,-2.791667,1.858333,82.68055982,27.3246771,1439.329813,830.555393
2171,山西省,忻州市,代县,0.0,56.154545,1.013333,-3.642857,2.558095,93.48820658,31.34876236,2086.663756,971.44706
2172,山西省,忻州市,定襄县,0.0,56.563636,0.978431,-1.539216,2.084314,84.96687777,29.69195644,4053.328271,850.157212
2173,山西省,忻州市,繁峙县,0.0,57.466667,1.061702,-4.234043,2.874468,34.38228273,22.63153625,4501.620883,3222.180486
2174,山西省,忻州市,河曲县,0.0,48.078948,2.453165,-4.21519,1.935443,25.45904373,11.68452735,3047.292299,1075.964164
2175,山西省,忻州市,静乐县,0.0,56.975,3.4128,-3.876,2.4776,38.33903034,14.16005574,2448.494339,1047.616603
2176,山西省,忻州市,宁武县,0.0,60.922223,2.472807,-5.580702,2.729825,221.0572687,38.01584272,368.6994,848.705685
2177,山西省,忻州市,偏关县,0.0,60.258333,2.019192,-6.317172,2.239394,44.4574959,18.07356397,3002.659286,892.102349
2178,山西省,忻州市,神池县,0.0,57.805,2.58,-6.583333,2.408889,268.111026,65.72155783,7893.445336,2912.84865
2179,山西省,忻州市,五台县,0.0,51.094118,0.739181,-3.336842,2.780117,54.14205985,8.706858767,2345.131122,1619.379514
2180,山西省,忻州市,五寨县,0.0,60.147369,3.044444,-6.422222,2.250617,72.54812396,27.3096206,5635.228099,911.730702
2181,山西省,忻州市,忻府区,0.0,51.57647,1.507692,-1.524786,2.021368,40.47744897,8.71264431,7196.724319,1916.582345
2182,山西省,忻州市,原平市,0.0,56.471428,1.137255,-2.270588,2.147712,141.6554729,33.68599076,9631.654011,4548.795323
2183,山西省,忻州市,岢岚县,0.0,55.383333,4.476471,-5.484034,2.434454,127.5349473,28.03003319,2006.662496,1519.260128
2184,河南省,信阳市,固始县,24.838272,55.622222,44.333333,5.187037,2.1,86.74946844,22.71433002,56394.26179,31452.89372
2185,河南省,信阳市,光山县,27.339394,52.7,51.191919,5.372727,2.217172,178.4341206,42.01673179,20104.82795,4338.934728
2186,河南省,信阳市,淮滨县,22.125758,51.444445,38.739394,4.895455,2.181818,59.68766523,19.41625546,51872.3469,10452.08301
2187,河南省,信阳市,罗山县,26.072174,29.855,51.078261,5.09913,2.322609,35.38127168,6.501800801,23490.81762,10577.70814
2188,河南省,信阳市,商城县,25.641525,22.290909,51.902542,5.227966,2.191525,64.06278934,10.43456538,14737.78515,3821.174849
2189,河南省,信阳市,息县,22.212381,36.72,40.421905,4.913333,2.250476,45.89035868,10.64094861,32688.80181,10559.42801
2190,河南省,信阳市,新县,26.433721,24.138095,53.973256,5.236047,2.274419,20.49093622,3.045881536,7188.874789,2286.407836
2191,河南省,信阳市,潢川县,25.047253,34.604348,46.545055,5.159341,2.147253,50.03902262,8.871322258,34865.16634,26138.6585
2192,内蒙古自治区,兴安盟,阿尔山市,0.0,28.168421,2.07381,-16.451984,2.966667,16.5161732,3.725770559,1171.322063,2593.074971
2193,内蒙古自治区,兴安盟,科尔沁右翼前旗,0.0,23.477778,0.839512,-12.506423,3.415041,21.19792955,3.918476334,40601.25419,44508.58661
2194,内蒙古自治区,兴安盟,科尔沁右翼中旗,0.0,23.672414,0.721948,-10.230047,3.530751,3.98803106,1.182788546,16926.31743,35022.29646
2195,内蒙古自治区,兴安盟,突泉县,0.0,24.513637,0.390909,-10.147649,3.504389,20.49192633,6.20565126,14189.75233,17454.48274
2196,内蒙古自治区,兴安盟,乌兰浩特市,0.0,25.25,0.396296,-11.296296,3.322222,20.29402749,7.349298547,6615.823784,10687.63557
2197,内蒙古自治区,兴安盟,扎赉特旗,0.0,29.95,0.400265,-12.810345,3.25809,36.37163346,15.65685738,48093.34527,38411.41975
2198,河北省,邢台市,柏乡县,0.0,22.858334,2.405882,1.811765,1.676471,12.41332978,2.603916566,6399.137315,3429.747588
2199,河北省,邢台市,广宗县,0.0,24.525,4.364286,1.639286,1.921429,14.48177755,4.211821114,5275.502043,4442.996266
2200,河北省,邢台市,巨鹿县,0.0,27.272727,3.307895,1.868421,1.823684,25.47428555,10.73470885,8171.538102,4655.730418
2201,河北省,邢台市,临城县,0.0,24.914286,2.53913,1.704348,1.715217,16.05338067,3.689606173,4447.771116,4940.191588
2202,河北省,邢台市,临西县,0.0375,32.171428,8.2,1.83125,1.8125,170.143954,28.16844526,15328.31246,4848.076647
2203,河北省,邢台市,隆尧县,0.0,31.415789,2.65,1.868182,1.697727,40.81283703,11.74874842,20183.50852,7676.021423
2204,河北省,邢台市,南宫市,0.0,32.250001,3.632692,1.519231,1.873077,61.73732609,14.06596282,11086.84179,5188.376505
2205,河北省,邢台市,南和县,0.0,35.755555,2.95,1.625,1.683333,73.1459505,20.4266444,6832.964996,4562.271417
2206,河北省,邢台市,内丘县,0.0,39.211765,2.766667,1.477083,1.847917,38.09783322,14.66398673,5078.790679,4862.837004
2207,河北省,邢台市,宁晋县,0.0,36.91,2.35,1.826563,1.8,408.9126111,95.14233233,21531.28841,8256.44421
2208,河北省,邢台市,平乡县,0.0,28.7,3.491667,1.791667,1.7625,73.9241311,14.10199759,8339.944938,3454.415477
2209,河北省,邢台市,邢台桥东区,0.6,34.018182,3.45,2.3,1.8,160.8222597,33.6302209,1387.79559,308.649273
2210,河北省,邢台市,邢台桥西区,1.185714,31.115,3.842857,2.714286,1.814286,75.43114769,16.33196175,385.07524,372.550705
2211,河北省,邢台市,清河县,0.0,35.914286,5.996552,1.355172,1.851724,62.48503099,15.80645525,11790.11685,1957.636207
2212,河北省,邢台市,任县,0.0,34.200001,2.776923,1.792308,1.669231,416.5349227,145.972035,9020.997068,2856.042478
2213,河北省,邢台市,沙河市,0.275439,37.483333,3.536842,2.073684,1.770175,56.80938881,19.89856454,5187.321235,4407.171574
2214,河北省,邢台市,威县,0.0,33.125,4.672414,1.591379,1.92069,38.51387518,4.800131165,15540.95822,10468.83616
2215,河北省,邢台市,新河县,0.0,35.347619,2.965,1.82,1.87,62.20085001,7.987566,3387.331459,3149.692889
2216,河北省,邢台市,邢台县,0.121239,40.184615,3.330088,1.640708,1.80885,56.41136988,18.08570575,6980.147988,2901.062289
2217,江苏省,徐州市,丰县,5.044444,39.945455,15.328395,3.64321,1.997531,56.63274447,8.841920613,46243.86725,28741.50601
2218,江苏省,徐州市,徐州市区,7.244068,35.376923,16.572881,3.623729,2.166102,67.92357332,17.74851978,0.0,0.0
2219,江苏省,徐州市,沛县,4.912162,36.658333,14.917568,3.581081,2.066216,248.7535714,36.92134322,40649.82344,37010.12255
2220,江苏省,徐州市,铜山区,7.950476,40.269231,17.00381,3.714286,2.169524,37.88001621,6.372701236,72998.16347,21698.98844
2221,江苏省,徐州市,新沂市,5.307778,40.981818,16.802222,3.206667,2.027778,88.77887049,14.05707787,43831.42159,22612.13772
2222,江苏省,徐州市,邳州市,5.995041,27.828572,13.839669,3.355372,2.07438,15.17448005,6.301916276,64952.87403,36123.74349
2223,江苏省,徐州市,睢宁县,10.923762,30.188571,21.654455,3.921782,2.159406,13.78653253,8.283358396,66253.24385,23055.78565
2224,河南省,许昌市,长葛市,10.267568,26.195238,16.324324,4.467568,1.962162,8.280142804,3.57921679,22871.73131,20208.85676
2225,河南省,许昌市,许昌市区,12.475,27.668182,20.346667,4.675,2.021667,5.605944906,3.750768462,0.0,0.0
2226,河南省,许昌市,襄城县,13.62,26.433333,21.916,4.906,2.092,20.04412402,8.566667481,22767.03889,21010.32726
2227,河南省,许昌市,禹州市,8.802381,28.325,16.705952,4.62381,2.097619,5.10504764,5.10902131,44843.98481,21164.52882
2228,河南省,许昌市,鄢陵县,12.252941,29.094737,20.341176,4.484314,2.023529,13.67922233,9.918203818,19764.94259,18326.88618
2229,安徽省,宣城市,广德县,29.868468,23.9475,64.718919,5.697297,2.702703,2.949403721,2.116381985,11209.0,11671.34603
2230,安徽省,宣城市,绩溪县,26.956897,31.686364,69.262069,5.360345,2.953448,13.94547491,10.65644135,3659.333332,2306.582198
2231,安徽省,宣城市,郎溪县,30.316129,30.965,59.077419,5.801613,2.625806,13.69694488,10.40612022,9420.999996,2956.743931
2232,安徽省,宣城市,宁国市,29.505263,30.92,66.43985,5.616541,2.804511,19.31376195,10.23047754,4944.999998,11624.86589
2233,安徽省,宣城市,宣州区,30.628966,25.85,55.942759,5.786207,2.582759,4.512932556,3.184366419,23765.66666,14838.39409
2234,安徽省,宣城市,泾县,31.091818,27.895833,57.252727,5.836364,2.565455,7.749056101,8.033285232,6673.999998,5803.663492
2235,安徽省,宣城市,旌德县,29.790196,20.306024,65.227451,5.645098,2.656863,6.689265614,1.17160661,2129.333333,1771.05067
2236,四川省,雅安市,宝兴县,6.96988,23.754546,7.771084,3.962048,1.601807,8.174767223,1.541931189,1658.73281,2569.978171
2237,四川省,雅安市,汉源县,17.304167,19.901818,4.755833,7.9375,1.564167,3.783693469,1.626922635,7649.345538,5243.102236
2238,四川省,雅安市,芦山县,16.682258,22.851852,12.0,6.917742,1.019355,13.50284353,5.019044549,2931.136199,2118.615821
2239,四川省,雅安市,名山区,21.011765,23.769231,15.694118,8.923529,0.576471,31.19777237,6.392604476,6058.445375,9072.801561
2240,四川省,雅安市,石棉县,13.287234,21.311458,2.951773,7.358865,1.89078,5.369007793,1.085175489,1402.152556,2033.504682
2241,四川省,雅安市,天全县,13.480315,23.69375,8.425984,6.437795,1.258268,27.15320585,5.824039085,3732.702123,2892.211906
2242,四川省,雅安市,雨城区,19.305172,18.405263,13.213793,9.194828,0.710345,6.919665682,1.711264126,2723.800243,5229.598108
2243,四川省,雅安市,荥经县,16.754545,41.957143,8.035354,7.738384,1.125253,86.82670603,28.78501848,2830.304827,1990.292586
2244,山东省,烟台市,长岛县,0.0,42.794737,4.1,0.733333,4.833333,79.02400897,31.63222595,8.612383,13.371356
2245,山东省,烟台市,福山区,0.0,45.5,8.256098,-0.490244,4.397561,462.062808,103.2092686,2118.193239,1314.586609
2246,山东省,烟台市,海阳市,0.379091,43.2,7.662727,0.290909,3.950909,130.0681848,40.0112346,19179.77968,16662.04453
2247,山东省,烟台市,莱山区,0.0,43.53,8.842857,-0.557143,4.757143,252.1159932,76.41780669,834.947983,3953.0167
2248,山东省,烟台市,莱阳市,0.046465,25.332433,7.234343,0.00202,3.251515,12.56160184,4.237349676,28910.8673,28448.4651
2249,山东省,烟台市,莱州市,0.040187,45.200001,7.363551,0.619626,3.72243,453.7194913,229.2340935,21241.76578,20127.44604
2250,山东省,烟台市,龙口市,0.0,42.042857,6.903922,-0.062745,3.829412,70.94604988,33.95285167,17619.12501,8885.757852
2251,山东省,烟台市,牟平区,0.0,38.7,8.98587,-0.923913,4.236957,136.3526066,41.24033787,7769.730427,27402.29409
2252,山东省,烟台市,蓬莱市,0.0,35.015385,6.936765,-0.485294,4.077941,21.49851654,9.375485452,11917.72664,18247.65314
2253,山东省,烟台市,栖霞市,0.0,14.450617,8.016102,-1.113559,3.262712,14.71729155,9.551190884,40179.94542,8554.161408
2254,山东省,烟台市,招远市,0.0,24.113333,7.943529,-0.429412,3.308235,4.457381857,1.736207322,23034.95484,14062.57636
2255,山东省,烟台市,芝罘区,0.116667,38.65102,8.425,-0.141667,4.958333,11.63105142,4.442289122,213.94975,760.46155
2256,江苏省,盐城市,滨海县,9.558333,31.206522,26.667593,3.487037,2.876852,6.578829302,2.472915847,41847.31442,21591.67976
2257,江苏省,盐城市,大丰区,23.740541,29.618033,42.123649,4.478378,3.580405,11.70229809,4.575498547,58548.52615,23567.41598
2258,江苏省,盐城市,东台市,26.312698,30.864286,52.297619,4.764286,3.27619,12.71734757,4.530505843,30863.92838,30964.34975
2259,江苏省,盐城市,阜宁县,9.282927,26.23945,31.6,3.640244,2.029268,4.835218188,1.476014711,23316.68546,30032.49564
2260,江苏省,盐城市,建湖县,12.172581,30.920879,34.659677,3.945161,2.058065,4.126592374,1.438607154,19880.54234,14893.71136
2261,江苏省,盐城市,射阳县,15.198601,28.306897,30.561538,3.953147,3.088112,6.714260301,2.41716854,56389.56297,18436.87091
2262,江苏省,盐城市,亭湖区,16.112,38.728572,36.49,4.232,2.634,145.1480456,39.59345393,14649.42591,7476.842837
2263,江苏省,盐城市,响水县,7.865333,32.8,24.033333,3.286667,2.958667,12.64326103,5.833487116,28286.82103,10168.45661
2264,江苏省,盐城市,盐都区,15.756897,26.999138,38.012069,4.265517,2.143103,3.727978483,1.161806456,27465.62451,9790.132111
2265,陕西省,延安市,安塞区,0.0,38.844445,8.404706,-0.940588,2.500588,67.75436087,24.46195875,2438.593453,1062.58171
2266,陕西省,延安市,宝塔区,0.0,41.28,8.360302,-0.322111,2.338693,149.0001322,57.63631768,4754.664693,1099.744853
2267,陕西省,延安市,富县,0.0,40.2,10.342678,-0.858577,2.432636,60.44583281,22.69709129,6966.593036,640.190019
2268,陕西省,延安市,甘泉县,0.0,38.133333,9.17197,-0.736364,2.462879,28.70268522,19.72420919,2520.742526,1032.686501
2269,陕西省,延安市,黄陵县,0.0,39.8875,12.267424,-0.703788,2.467424,82.26614435,53.58400357,4357.852102,454.738569
2270,陕西省,延安市,黄龙县,0.0,36.015384,10.041139,-0.709494,2.594937,49.27868847,30.1643441,4877.231461,476.438915
2271,陕西省,延安市,洛川县,0.0,34.915385,13.872549,-0.216667,2.180392,18.5767884,9.319867128,19076.87998,2936.566866
2272,陕西省,延安市,吴起县,0.0,40.030769,9.093056,-1.781019,2.563889,29.91720534,17.13738798,1747.06408,929.548133
2273,陕西省,延安市,延长县,0.0,35.863636,8.363309,0.167626,2.127338,121.353252,36.72263854,3461.644436,917.134941
2274,陕西省,延安市,延川县,0.0,36.575001,7.101754,0.013158,2.284211,12.6272552,16.93019771,2342.466569,620.19916
2275,陕西省,延安市,宜川县,0.0,36.530952,9.574138,-0.114368,2.245977,58.84374912,29.6032408,7597.635028,415.432603
2276,陕西省,延安市,志丹县,0.0,29.232258,8.962667,-1.42,2.569778,17.27075262,7.750474871,1922.29467,820.565692
2277,陕西省,延安市,子长县,0.0,48.39,7.432624,-0.923404,2.424823,45.76621385,19.51251658,2361.486763,1442.583163
2278,吉林省,延边朝鲜族自治州,安图县,0.0,25.168182,4.141649,-10.545243,2.121353,5.567796501,3.914010313,3304.175562,1329.155687
2279,吉林省,延边朝鲜族自治州,敦化市,0.0,25.93,4.722619,-11.15291,2.526455,11.66775392,5.411742023,13358.75936,4636.554525
2280,吉林省,延边朝鲜族自治州,和龙市,0.0,36.818182,3.47,-9.658437,2.156563,104.8979482,32.95273976,6409.444119,1276.830546
